glottocode,glottocode.1,language_name,iso_code,family_id,macroarea,lat,lng,countries,speaker_count,endangerment_level,lei_score,intergenerational_transmission,level,description,country,name
east2652,east2652,Eastern Oromo,hae,afro1255,Africa,8.67428,41.4395,ET,3062,Definitely Endangered,69.0,0.6199259655589088,language,,ET,Eastern Oromo
east2690,east2690,Eastern Egyptian Bedawi Arabic,avl,afro1255,Eurasia,29.6742,33.6113,EG IL JO PS SA,807,Severely Endangered,79.4,0.5416361765328573,language,,EG IL JO PS SA,Eastern Egyptian Bedawi Arabic
east2694,east2694,Eastern Subanen,sfe,aust1307,Papunesia,8.2475,123.5234,PH,152,Severely Endangered,69.6,0.5819810305018281,language,,PH,Eastern Subanen
east2695,east2695,Eastern Durango Nahuatl,azd,utoa1244,North America,22.676,-104.6259,MX,23,Critically Endangered,93.2,0.2928398202113671,language,,MX,Eastern Durango Nahuatl
east2696,east2696,Eastern Lalu,yit,sino1245,Eurasia,23.585,101.546,CN,14138,Vulnerable,40.8,0.8261181564643522,language,,CN,Eastern Lalu
east2773,east2773,Eastern Newari,,sino1245,Eurasia,27.576985,86.033964,NP,26156,Vulnerable,36.8,0.814342374363461,language,,NP,Eastern Newari
east2776,east2776,Eastern Angkuic,,aust1305,Eurasia,23.480856,101.357664,CN,21516,Vulnerable,34.0,0.8146401500001413,language,,CN,Eastern Angkuic
east2779,east2779,Eastern Khumi Chin,cek,sino1245,Eurasia,21.3425,93.155,MM,79,Critically Endangered,97.0,0.2049231927134022,language,,MM,Eastern Khumi Chin
east2782,east2782,Eastern Kikongo,,atla1278,Africa,-5.25,15.5,CD,417,Severely Endangered,77.5,0.5827135839397489,language,,CD,Eastern Kikongo
east2812,east2812,Northeast Itelmen,,chuk1271,Eurasia,57.596103,162.486163,RU,68320,Vulnerable,47.1,0.8082606776269553,language,,RU,Northeast Itelmen
east2834,east2834,Irish Anglo-Norman,yol,indo1319,Eurasia,52.2496,-6.6488,IE,132,Severely Endangered,80.2,0.4386693997071315,language,,IE,Irish Anglo-Norman
east2902,east2902,East Tusom,,sino1245,Eurasia,24.8,94.4,IN,31944,Vulnerable,45.7,0.8715015421687939,language,,IN,East Tusom
ebir1243,ebir1243,Ebira,igb,atla1278,Africa,8.15516,7.06183,NG,3,Critically Endangered,94.6,0.2426905217316395,language,,NG,Ebira
ebla1238,ebla1238,Eblaite,xeb,afro1255,Eurasia,35.798,36.798,SY,25874,Vulnerable,40.1,0.8456928657767846,language,,SY,Eblaite
ebri1238,ebri1238,Ebrié,ebr,atla1278,Africa,5.36868,-4.03188,CI,81,Critically Endangered,83.5,0.0013951605291079,language,,CI,Ebrié
ebug1241,ebug1241,Ebughu,ebg,atla1278,Africa,4.82544,8.01304,NG,345,Severely Endangered,80.1,0.3393802880955422,language,,NG,Ebughu
ecua1243,ecua1243,Ecuadorian Sign Language,ecs,sign1238,South America,-1.24999,-79.1666,EC,39,Critically Endangered,88.3,0.0240708424861884,language,,EC,Ecuadorian Sign Language
edec1238,edec1238,Ede Cabe,cbj,atla1278,Africa,7.78176,2.48128,BJ NG,18347,Vulnerable,39.9,0.8532576476893093,language,,BJ NG,Ede Cabe
edei1244,edei1244,Ede Idaca,idd,atla1278,Africa,7.78428,2.27039,BJ,23752,Vulnerable,41.3,0.8717212389844162,language,,BJ,Ede Idaca
edei1245,edei1245,Ede Ije,ijj,atla1278,Africa,7.09729,2.64262,BJ,131,Severely Endangered,72.7,0.5233631995335927,language,,BJ,Ede Ije
edei1246,edei1246,Ede Ica,ica,atla1278,Africa,8.46128,1.82137,BJ,0,Extinct,100.8,0.0,language,,BJ,Ede Ica
eden1244,eden1244,Ede Nago,nqg,atla1278,Africa,6.75763,2.64908,BJ NG,2207,Definitely Endangered,55.0,0.6657297542428553,language,,BJ NG,Ede Nago
eder1237,eder1237,Edera Awyu,awy,nucl1709,Papunesia,-7.0038,139.914,ID,459,Severely Endangered,79.4,0.3673235582317009,language,,ID,Edera Awyu
edol1239,edol1239,Edolo,etr,bosa1245,Papunesia,-6.11618,142.65,PG,628,Severely Endangered,75.5,0.4463071408927939,language,,PG,Edolo
edop1238,edop1238,Edopi,dbf,lake1255,Papunesia,-3.11078,137.387,ID,121,Severely Endangered,78.7,0.4490120085062866,language,,ID,Edopi
eeee1240,eeee1240,E,eee,taik1256,Eurasia,24.7262,109.063,CN,1230,Definitely Endangered,64.9,0.7742045670004316,language,,CN,E
efai1241,efai1241,Efai,efa,atla1278,Africa,4.60447,8.27625,CM NG,0,Extinct,95.7,0.0,language,,CM NG,Efai
efat1235,efat1235,Efatese,,arti1236,Papunesia,-17.57023,168.25945,VU,3963,Definitely Endangered,66.9,0.7716237150554914,language,,VU,Efatese
efee1239,efee1239,Efe,efe,cent2225,Africa,1.8798,29.2918,CD,41410,Vulnerable,40.9,0.8166623738175369,language,,CD,Efe
efik1245,efik1245,Efik,efi,atla1278,Africa,4.89379,8.38121,CM NG,727,Severely Endangered,81.9,0.3208559104029712,language,,CM NG,Efik
efut1242,efut1242,Efutop,ofu,atla1278,Africa,5.92431,8.35425,NG,312,Severely Endangered,76.2,0.4334193145691078,language,,NG,Efutop
egaa1242,egaa1242,Ega,ega,atla1278,Africa,5.56081,-5.41732,CI,71,Critically Endangered,87.6,0.1748737607019338,language,,CI,Ega
egbu1235,egbu1235,Egbuta,,atla1278,Africa,1.894874,22.680426,CD,3,Critically Endangered,81.7,0.2807278776458278,language,,CD,Egbuta
eggo1239,eggo1239,Eggon,ego,atla1278,Africa,8.71442,8.45686,NG,37,Critically Endangered,97.5,0.2645572280639957,language,,NG,Eggon
egyp1238,egyp1238,Egypt Sign Language,esl,sign1238,Africa,29.567,29.654,EG,651,Severely Endangered,87.8,0.5436877691589721,language,,EG,Egypt Sign Language
egyp1246,egyp1246,Egyptian (Ancient),egy,afro1255,Africa,28.381735,30.834959,EG,4278,Definitely Endangered,66.3,0.7898203406930404,language,,EG,Egyptian (Ancient)
egyp1253,egyp1253,Egyptian Arabic,arz,afro1255,Africa,31.0,31.0,EG IL LY,2085,Definitely Endangered,57.4,0.7406723057434909,language,,EG IL LY,Egyptian Arabic
ehue1238,ehue1238,Ehueun,ehu,atla1278,Africa,7.450998,5.858846,NG,491,Severely Endangered,78.0,0.3479807877171413,language,,NG,Ehueun
einm1234,einm1234,Ein Mahal Sign Language,,sign1238,Eurasia,32.72342,35.35424,IL,79,Critically Endangered,86.9,0.2661896186816763,language,,IL,Ein Mahal Sign Language
eipo1242,eipo1242,Eipomek,eip,nucl1709,Papunesia,-4.33691,140.045,ID,819,Severely Endangered,79.6,0.5099962309086264,language,,ID,Eipomek
eiti1240,eiti1240,Eitiep,eit,nucl1708,Papunesia,-3.51561,142.555,PG,437,Severely Endangered,82.8,0.5305347557355461,language,,PG,Eitiep
ejag1239,ejag1239,Ejagham,etu,atla1278,Africa,5.54442,8.90959,CM NG,2379,Definitely Endangered,59.8,0.7101099260236899,language,,CM NG,Ejagham
ejam1238,ejam1238,Ejamat,eja,atla1278,Africa,12.3355,-16.515,GW SN,293,Severely Endangered,73.7,0.5453784396945072,language,,GW SN,Ejamat
ekaa1234,ekaa1234,Eka,,sino1245,Eurasia,23.475,99.865,CN,7708,Definitely Endangered,61.2,0.6198557448190193,language,,CN,Eka
ekaj1238,ekaj1238,Ekajuk,eka,atla1278,Africa,6.45731,8.55058,NG,237,Severely Endangered,82.1,0.4300615884380609,language,,NG,Ekajuk
ekar1243,ekar1243,Ekari,ekg,nucl1709,Papunesia,-3.88974,136.018,ID,23,Critically Endangered,90.8,0.0581495021279196,language,,ID,Ekari
ekii1241,ekii1241,Eki,eki,atla1278,Africa,5.1503,8.13613,NG,289,Severely Endangered,85.7,0.4205911077445189,language,,NG,Eki
ekit1246,ekit1246,Ekit,eke,atla1278,Africa,4.7645,7.89222,NG,26,Critically Endangered,88.8,0.2583586708697266,language,,NG,Ekit
ekpe1253,ekpe1253,Ekpeye,ekp,atla1278,Africa,5.06715,6.53362,NG,0,Extinct,102.2,0.0,language,,NG,Ekpeye
elal1235,elal1235,El Alto Zapotec,zpp,otom1299,North America,16.8742,-96.9987,MX,97,Critically Endangered,97.0,0.0687390920042169,language,,MX,El Alto Zapotec
elam1244,elam1244,Elamite,elx,,Eurasia,31.1833,48.2333,IR,12041,Vulnerable,51.1,0.8641596724247416,language,,IR,Elamite
elem1253,elem1253,Eleme,elm,atla1278,Africa,4.72964,7.267,NG,0,Extinct,101.8,0.0,language,,NG,Eleme
elep1240,elep1240,Elepi,ele,nucl1708,Papunesia,-3.7505,143.93,PG,58,Critically Endangered,85.6,0.2286722391190652,language,,PG,Elepi
elhu1238,elhu1238,El Hugeirat,elh,nubi1251,Africa,11.948,28.5901,SD,4165,Definitely Endangered,61.3,0.6657177632241166,language,,SD,El Hugeirat
elip1238,elip1238,Elip,ekm,atla1278,Africa,4.45694,11.193,CM,137,Severely Endangered,74.1,0.3794611754793174,language,,CM,Elip
elke1240,elke1240,Elkei,elk,nucl1708,Papunesia,-3.45544,142.093,PG,1,Critically Endangered,84.1,0.2072288999407327,language,,PG,Elkei
elmo1238,elmo1238,El Molo,elo,afro1255,Africa,2.79312,36.7619,KE,8633,Definitely Endangered,61.0,0.6177034280123009,language,,KE,El Molo
elna1235,elna1235,El Nayar Cora,crn,utoa1244,North America,22.4099,-104.467,MX US,76,Critically Endangered,99.1,0.1671071461043893,language,,MX US,El Nayar Cora
elot1235,elot1235,Elotepec Zapotec,zte,otom1299,North America,16.8693,-97.1912,MX,20,Critically Endangered,94.4,0.2634121750451117,language,,MX,Elotepec Zapotec
eloy1241,eloy1241,Ajiri,afo,atla1278,Africa,8.24696,7.97061,NG,45,Critically Endangered,86.7,0.1811043640892154,language,,NG,Ajiri
elpa1240,elpa1240,Elpaputih,elp,book1242,Papunesia,-3.078,128.263,ID,30,Critically Endangered,86.0,0.1125627625227609,language,,ID,Elpaputih
else1239,else1239,Elseng,mrf,,Papunesia,-3.00176,140.418,ID,0,Extinct,100.1,0.0,language,,ID,Elseng
eluu1241,eluu1241,Elu,elu,aust1307,Papunesia,-1.99841,147.101,PG,8,Critically Endangered,90.1,0.2312570186689233,language,,PG,Elu
elym1237,elym1237,Elymian,xly,uncl1493,Eurasia,37.94139,12.83222,IT,605,Severely Endangered,80.7,0.4095878007805106,language,,IT,Elymian
emab1235,emab1235,E'ma Buyang,yzg,taik1256,Eurasia,23.604572,106.030277,CN,2443,Definitely Endangered,62.2,0.6502866302835709,language,,CN,E'ma Buyang
emae1237,emae1237,Emae,mmw,aust1307,Papunesia,-17.052,168.399,VU,212,Severely Endangered,71.4,0.3263380212377902,language,,VU,Emae
emai1241,emai1241,Emai-Iuleha-Ora,ema,atla1278,Africa,7.09089,5.84494,NG,36,Critically Endangered,97.5,0.2605963633770661,language,,NG,Emai-Iuleha-Ora
eman1238,eman1238,Eman,emn,atla1278,Africa,6.22923,9.70562,CM,28,Critically Endangered,93.9,0.1927190244862061,language,,CM,Eman
emba1238,emba1238,Embaloh,emb,aust1307,Papunesia,1.3156,112.63,ID,8,Critically Endangered,92.9,0.1420296486475289,language,,ID,Embaloh
embe1259,embe1259,Emberá-Baudó,bdc,choc1280,South America,5.2824,-76.32548,CO,5418,Definitely Endangered,46.0,0.7288386426237347,language,,CO,Emberá-Baudó
embe1260,embe1260,Emberá-Catío,cto,choc1280,South America,7.52721,-76.7476,CO PA,91,Critically Endangered,86.8,0.0483783427199926,language,,CO PA,Emberá-Catío
embe1261,embe1261,Emberá-Tadó,tdc,choc1280,South America,5.23658,-77.1533,CO,351,Severely Endangered,73.1,0.3080492776676214,language,,CO,Emberá-Tadó
embe1262,embe1262,Emberá-Chamí,cmi,choc1280,South America,4.8791,-76.0749,CO PA,0,Extinct,100.9,0.0,language,,CO PA,Emberá-Chamí
embu1241,embu1241,Embu,ebu,atla1278,Africa,-0.62822,37.5933,KE,1490,Definitely Endangered,70.2,0.7610389894343424,language,,KE,Embu
emer1243,emer1243,Teko,eme,tupi1275,South America,3.23694,-52.3699,GF,72,Critically Endangered,91.6,0.2710637877600034,language,,GF,Teko
emil1241,emil1241,Emiliano,egl,indo1319,Eurasia,44.3536,11.5794,IT,1123,Definitely Endangered,66.7,0.6200862295259717,language,,IT,Emiliano
emok1238,emok1238,Emok,emo,book1242,South America,-24.9202,-57.8892,PY,17657,Vulnerable,42.1,0.8425528504245385,language,,PY,Emok
empl1237,empl1237,Emplawas,emw,aust1307,Papunesia,-8.03209,129.721,ID,5,Critically Endangered,95.4,0.2713871784838796,language,,ID,Emplawas
emum1240,emum1240,Emumu,enr,pauw1244,Papunesia,-3.74242,140.903,ID,94,Critically Endangered,89.4,0.2430891651155232,language,,ID,Emumu
enap1235,enap1235,Panare,pbh,cari1283,South America,6.95035,-65.8483,VE,4664,Definitely Endangered,55.8,0.680621058255266,language,,VE,Panare
enaw1238,enaw1238,Enawené-Nawé,unk,araw1281,South America,-12.4302,-58.9802,BR,833,Severely Endangered,83.6,0.328613509816708,language,,BR,Enawené-Nawé
ende1246,ende1246,Ende,end,aust1307,Papunesia,-8.70998,121.555,ID,444,Severely Endangered,82.1,0.39688163448421,language,,ID,Ende
enga1252,enga1252,Enga,enq,nucl1709,Papunesia,-5.45619,143.685,PG,61,Critically Endangered,89.6,0.2437147265967826,language,,PG,Enga
enga1253,enga1253,Enga Sign Language,,sign1238,Papunesia,-5.408371,143.441436,PG,224,Severely Endangered,77.0,0.3708750941674594,language,,PG,Enga Sign Language
enge1239,enge1239,Egene,enn,atla1278,Africa,5.11931,6.37339,NG,8977,Definitely Endangered,63.7,0.7861207831939627,language,,NG,Egene
engg1245,engg1245,Enggano,eno,aust1307,Papunesia,-5.38846,102.245,ID,37,Critically Endangered,87.6,0.1092743097985624,language,,ID,Enggano
ennn1243,ennn1243,En,enc,taik1256,Eurasia,22.8386,106.167,CN VN,645,Severely Endangered,83.7,0.5558224225633279,language,,CN VN,En
enre1239,enre1239,Enrekang,ptt,aust1307,Papunesia,-3.53848,119.66,ID,1202,Definitely Endangered,56.3,0.6853435799647428,language,,ID,Enrekang
enuu1235,enuu1235,Enu,enu,sino1245,Eurasia,22.95,101.85,CN,449,Severely Endangered,77.1,0.4598818540173509,language,,CN,Enu
envu1234,envu1234,Envuelto,,uncl1493,South America,-0.0355621,-70.944973,CO,12,Critically Endangered,85.1,0.2388993850651468,language,,CO,Envuelto
enwa1245,enwa1245,Enwan (Akwa Ibom State),enw,atla1278,Africa,4.68739,8.20974,NG,25,Critically Endangered,88.1,0.0946299615879627,language,,NG,Enwan (Akwa Ibom State)
enwa1246,enwa1246,Enwan (Edo State),env,atla1278,Africa,7.15316,6.07393,NG,148,Severely Endangered,76.7,0.3032745331720986,language,,NG,Enwan (Edo State)
enya1247,enya1247,Enya-Kisangani,gey,atla1278,Africa,0.56,25.15,CD,105,Severely Endangered,80.3,0.3522109639164507,language,,CD,Enya-Kisangani
enya1249,enya1249,Enya-Kindu,,atla1278,Africa,-4.1,26.0,CD,2337,Definitely Endangered,47.7,0.6751320742876415,language,,CD,Enya-Kindu
epen1239,epen1239,Epena,sja,choc1280,South America,4.25877,-77.3566,CO EC PA,638,Severely Endangered,83.2,0.586696993670021,language,,CO EC PA,Epena
epie1238,epie1238,Epie,epi,atla1278,Africa,5.00894,6.3146,NG,106,Severely Endangered,81.4,0.578088768022788,language,,NG,Epie
epig1241,epig1241,Epigraphic Mayan,emy,maya1287,North America,18.993121,-88.768865,MX,74,Critically Endangered,95.2,0.2877933354536677,language,,MX,Epigraphic Mayan
erav1242,erav1242,Eravallan,era,drav1251,Eurasia,10.8003,76.8389,IN,1950,Definitely Endangered,57.8,0.7766377413207768,language,,IN,Eravallan
erav1244,erav1244,Erave,kjy,nucl1709,Papunesia,-6.55011,143.918,PG,3598,Definitely Endangered,54.1,0.7520634914815884,language,,PG,Erave
eree1241,eree1241,Ere,twp,aust1307,Papunesia,-2.15569,147.083,PG,39,Critically Endangered,95.5,0.0044046362456501,language,,PG,Ere
erie1238,erie1238,Erie,,uncl1493,North America,42.158,-79.64,US,27,Critically Endangered,85.7,0.1324320750082445,language,,US,Erie
erit1239,erit1239,Eritai,ert,lake1255,Papunesia,-2.71182,138.053,ID,2311,Definitely Endangered,66.0,0.793474813806096,language,,ID,Eritai
erok1237,erok1237,Erokwanas,erw,aust1307,Papunesia,-2.83746,132.705,ID,4350,Definitely Endangered,56.5,0.6222196592752265,language,,ID,Erokwanas
erre1238,erre1238,Erre,err,giim1238,Australia,-12.2839,132.868,AU,0,Extinct,95.4,0.0,language,,AU,Erre
erro1240,erro1240,Erromintxela,emx,spee1234,Eurasia,43.17251,-1.46112,FR,3400,Definitely Endangered,64.6,0.745938755994093,language,,FR,Erromintxela
ersu1241,ersu1241,Ersu,ers,sino1245,Eurasia,29.2867,102.213,CN,1263,Definitely Endangered,64.4,0.7484876905679483,language,,CN,Ersu
eruw1238,eruw1238,Eruwa,erh,atla1278,Africa,5.18026,6.04818,NG,15,Critically Endangered,88.1,0.0643265250359248,language,,NG,Eruwa
erzy1239,erzy1239,Erzya,myv,ural1272,Eurasia,52.8548,45.3901,AZ BY EE KZ LT LV RU UA,2142,Definitely Endangered,59.2,0.7856626368287943,language,,AZ BY EE KZ LT LV RU UA,Erzya
esan1238,esan1238,Esan,ish,atla1278,Africa,6.25685,6.33917,NG,635,Severely Endangered,82.6,0.3643756563227913,language,,NG,Esan
esee1247,esee1247,Ese,mcq,koia1260,Papunesia,-9.09451,148.376,PG,13524,Vulnerable,39.6,0.8943638418424723,language,,PG,Ese
esee1248,esee1248,Ese Ejja,ese,pano1259,South America,-11.7268,-67.515,BO PE,736,Severely Endangered,86.0,0.4801903339660192,language,,BO PE,Ese Ejja
esht1238,esht1238,Eshtehardi,esh,indo1319,Eurasia,35.7267,50.3677,IR,29638,Vulnerable,32.7,0.8008216973651977,language,,IR,Eshtehardi
esim1238,esim1238,Esimbi,ags,atla1278,Africa,6.50094,9.86936,CM NG,110,Severely Endangered,78.4,0.4834622235300691,language,,CM NG,Esimbi
eski1266,eski1266,Herschel Island Eskimo Trade Jargon,,pidg1258,North America,70.11,-152.01,US,258,Severely Endangered,75.5,0.4967474121279039,language,,US,Herschel Island Eskimo Trade Jargon
espe1235,espe1235,Esperanto,epo,arti1236,Eurasia,49.3273,2.81045,PL,5221,Definitely Endangered,56.4,0.704625458692199,language,,PL,Esperanto
esse1238,esse1238,Esselen,esq,,North America,36.5473,-121.867,US,7,Critically Endangered,90.6,0.1783383120472905,language,,US,Esselen
esta1236,esta1236,Estado de México Otomi,ots,otom1299,North America,19.8781,-99.61,MX,20,Critically Endangered,89.6,0.1776443976670007,language,,MX,Estado de México Otomi
esto1238,esto1238,Estonian Sign Language,eso,sign1238,Eurasia,58.947,24.566,EE,416,Severely Endangered,78.5,0.5486975424248385,language,,EE,Estonian Sign Language
esto1258,esto1258,Estonian,ekk,ural1272,Eurasia,58.55,25.82,EE LV RU,560,Severely Endangered,75.8,0.4983107272357163,language,,EE LV RU,Estonian
esto1259,esto1259,Estonian Swedish,,indo1319,Eurasia,59.05472,23.45,EE,51,Critically Endangered,89.0,0.0826105401707053,language,,EE,Estonian Swedish
esum1241,esum1241,Esuma,esm,unat1236,Africa,5.21504,-3.05409,CI,169,Severely Endangered,78.1,0.3146496867666419,language,,CI,Esuma
eteb1238,eteb1238,Etebi,etb,atla1278,Africa,4.79059,7.97357,NG,1201,Definitely Endangered,71.4,0.6807267306296069,language,,NG,Etebi
eten1239,eten1239,Eten,etx,atla1278,Africa,9.73073,8.61443,NG,1263,Definitely Endangered,54.7,0.7308301931955989,language,,NG,Eten
eteo1240,eteo1240,Eteocypriot,ecy,uncl1493,Eurasia,34.72103,33.1189,CY,0,Extinct,100.5,0.0,language,,CY,Eteocypriot
ethi1238,ethi1238,Ethiopian Sign Language,eth,sign1238,Africa,8.9761,38.8534,ET,779,Severely Endangered,87.6,0.5917543124721869,language,,ET,Ethiopian Sign Language
etky1238,etky1238,Etkywan,ich,atla1278,Africa,7.13773,10.3501,NG,15,Critically Endangered,85.5,0.2963093722643983,language,,NG,Etkywan
eton1253,eton1253,Eton-Mengisa,eto,atla1278,Africa,4.21045,11.3935,CM,100,Severely Endangered,72.7,0.4367296855945666,language,,CM,Eton-Mengisa
eton1255,eton1255,Eton (Vanuatu),etn,aust1307,Papunesia,-17.74,168.549,VU,3085,Definitely Endangered,70.3,0.7926790352177828,language,,VU,Eton (Vanuatu)
etru1241,etru1241,Etruscan,ett,,Eurasia,41.9,12.4833,IT,154377,Safe,31.8,0.9744125164554176,language,,IT,Etruscan
etul1245,etul1245,Etulo,utr,atla1278,Africa,7.75865,9.44447,NG,32525,Vulnerable,38.1,0.8656132328646116,language,,NG,Etulo
eude1234,eude1234,Eudeve,eud,utoa1244,North America,28.5,-110.0,MX,532,Severely Endangered,67.0,0.5277558240963014,language,,MX,Eudeve
evan1238,evan1238,Evant,bzz,atla1278,Africa,6.34906,9.46432,CM NG,199,Severely Endangered,74.1,0.5486853857791925,language,,CM NG,Evant
even1259,even1259,Evenki,evn,tung1282,Eurasia,61.972,94.689,CN MN RU,8769,Definitely Endangered,69.4,0.6045931687171706,language,,CN MN RU,Evenki
even1260,even1260,Even,eve,tung1282,Eurasia,70.6687,130.914,RU,150436,Safe,18.7,0.9901717570862076,language,,RU,Even
eviy1235,eviy1235,Viya,gev,atla1278,Africa,-1.22,10.58,GA,943,Severely Endangered,85.1,0.3727293026438093,language,,GA,Viya
ewag1241,ewag1241,Ewage-Notu,nou,nucl1709,Papunesia,-8.68756,148.405,PG,0,Extinct,102.7,0.0,language,,PG,Ewage-Notu
ewee1241,ewee1241,Ewe,ewe,atla1278,Africa,6.46061,0.814975,GH TG,456,Severely Endangered,85.2,0.4639382842702404,language,,GH TG,Ewe
ewon1239,ewon1239,Ewondo,ewo,atla1278,Africa,4.21141,11.93646,CM,56,Critically Endangered,94.0,0.2564135904525048,language,,CM,Ewondo
extr1243,extr1243,Extremaduran,ext,indo1319,Eurasia,39.1926,-6.10179,ES PT,42,Critically Endangered,84.4,0.2961493013767432,language,,ES PT,Extremaduran
extr1248,extr1248,Extreme North Cameroon Sign Language,,sign1238,Africa,10.597222,14.315833,CM,2129,Definitely Endangered,62.6,0.6380547232429061,language,,CM,Extreme North Cameroon Sign Language
eyak1241,eyak1241,Eyak,eya,atha1245,North America,60.4232,-144.762,US,9,Critically Endangered,88.0,0.0632747967238269,language,,US,Eyak
fada1250,fada1250,Annobonese,fab,indo1319,Africa,-1.43033,5.61879,GQ,0,Extinct,99.2,0.0,language,,GQ,Annobonese
faet1240,faet1240,Faeto and Celle San Vito Francoprovencal,,indo1319,Eurasia,41.32435,15.171636,IT,8395,Definitely Endangered,67.6,0.701315356887574,language,,IT,Faeto and Celle San Vito Francoprovencal
faga1239,faga1239,Fagani,faf,aust1307,Papunesia,-10.4479,161.662,SB,199,Severely Endangered,76.0,0.3231571578544463,language,,SB,Fagani
faif1234,faif1234,Faifi,fif,afro1255,Eurasia,17.292,43.148,SA,3082,Definitely Endangered,55.4,0.6032155980548222,language,,SA,Faifi
fair1238,fair1238,Faire Atta,azt,aust1307,Papunesia,17.9808,121.436,PH,32,Critically Endangered,86.2,0.1994598813638035,language,,PH,Faire Atta
fait1240,fait1240,Kulsab,faj,nucl1709,Papunesia,-5.59947,145.298,PG,2760,Definitely Endangered,69.6,0.691986823689663,language,,PG,Kulsab
faiw1243,faiw1243,Faiwol,fai,nucl1709,Papunesia,-5.4967,141.656,ID PG,647,Severely Endangered,69.8,0.5132086857638334,language,,ID PG,Faiwol
fala1241,fala1241,Fala,fax,indo1319,Eurasia,40.1651,-6.91452,ES PT,412,Severely Endangered,78.8,0.5866664502556275,language,,ES PT,Fala
fala1243,fala1243,Falam Chin,cfm,sino1245,Eurasia,23.7892833333,92.3254633333,BD IN MM,91,Critically Endangered,85.2,0.282917227524553,language,,BD IN MM,Falam Chin
